,Unnamed: 0,Star_name,Distance,Mass,Radius,Luminosity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
10,10,Achernar,0144,6.7,9.3,"3,000",2MASS J01033563-5515561 A,b,2mass j01033563-5515561 ab b,Imaging,0,1,,,,0.0,84.0,,,0.0,,0.0,,,,0.0,13.0,1.0,-1.0,0.0,Mass,,,,0.0,,,,0.0,0,0,0,0,01h03m35.63s,15.898458,-55d15m56.1s,-55.265583,47.2,3.1,-3.1,0,,,,,,,,,,,,,,,0.0,0.19,0.02,-0.02,0.0,,,,0.0,2020-09-03,Paranal Observatory
11,11,Hadar,0390,10.5,8.6,"42,000",2MASS J01225093-2439505,b,2mass j01225093-2439505 b,Imaging,0,1,,,,,52.0,6.0,-6.0,0.0,,,,,,,24.5,2.5,-2.5,0.0,Mass,,,,,,,,,0,0,0,0,01h22m50.94s,20.712243,-24d39m50.6s,-24.664049,36.0,4.0,-4.0,0,33.86,0.09,-0.09,0.0,14.24,0.07,0.0,V (Johnson),12.903,,0.0,3530.0,50.0,-50.0,0.0,0.4,0.05,-0.05,0.0,,,,,2014-05-14,W. M. Keck Observatory
12,12,Altair,0017,1.8,1.8,10.5,2MASS J02192210-3925225,b,2mass j02192210-3925225 b,Imaging,0,1,,,,,156.0,10.0,-10.0,0.0,,,,,,,13.9,1.1,-1.1,0.0,Mass,1.44,0.03,-0.03,0.0,,,,,0,0,0,0,02h19m22.11s,34.842106,-39d25m22.5s,-39.422928,39.4,2.6,-2.6,0,40.09,0.19,-0.19,0.0,,,,,15.012,,0.0,3064.0,76.0,-76.0,0.0,0.11,0.01,-0.01,0.0,0.28,0.01,-0.01,0.0,2015-05-14,Cerro Tololo Inter-American Observatory
13,13,Acrux,0320,18,8.9,"25,000",2MASS J04414489+2301513,b,2mass j04414489+2301513 b,Imaging,0,1,,,,,15.0,,,0.0,,,,,,,7.5,2.5,-2.5,0.0,Mass,,,,,,,,,0,0,0,0,04h41m44.90s,70.437073,+23d01m51.4s,23.030941,140.0,,,0,120.42,5.48,-5.48,0.0,,,,,18.967,,0.0,,,,,0.02,,,0.0,,,,,2014-05-14,Hubble Space Telescope
14,14,Aldebaran,0065,1.5,44,520,2MASS J12073346-3932539,b,2mass j12073346-3932539 b,Imaging,0,1,,,,,46.0,5.0,-5.0,0.0,,,,,,,4.0,1.0,-1.0,0.0,Mass,,,,,,,,,0,0,0,0,12h07m33.47s,181.889447,-39d32m54.0s,-39.548332,64.42,0.65,-0.65,0,64.42,0.65,-0.65,0.0,20.15,0.19,0.0,V (Johnson),17.408,,0.0,,,,,0.02,,,0.0,,,,,2014-05-14,Paranal Observatory
15,15,Antares,0600,12,680,"75,000",2MASS J19383260+4603591,b,2mass j19383260+4603591 b,Eclipse Timing Variations,0,1,416.0,2.0,-2.0,0.0,0.92,0.02,-0.02,0.0,,,,,,,1.9,0.1,-0.1,0.0,Mass,,,,,,,,,0,1,0,0,19h38m32.61s,294.635865,+46d03m59.1s,46.066418,400.77,6.48,-6.48,0,400.77,6.48,-6.48,0.0,12.264,,0.0,Kepler-band,12.138,,0.0,,,,,0.48,0.03,-0.03,0.0,,,,,2015-06-04,Kepler
16,16,Spica,0260,11.43,7.47,"20,512",2MASS J21402931+1625183 A,b,2mass j21402931+1625183 a b,Imaging,0,1,7336.5,1934.5,-584.0,0.0,,,,,0.26,0.0,46.2,2.5,-8.7,0.0,20.95,83.79,-20.95,0.0,Mass,0.92,0.39,-0.36,0.0,,,,,0,0,0,0,21h40m29.32s,325.122159,+16d25m18.3s,16.421759,25.0,10.0,-10.0,0,33.12,0.48,-0.48,0.0,,,,,17.396,,0.0,2300.0,80.0,-80.0,0.0,0.08,0.06,-0.06,0.0,0.12,0.05,-0.04,0.0,2014-05-14,W. M. Keck Observatory
17,17,Pollux,0034,1.9,8.8,43,2MASS J22362452+4751425,b,2mass j22362452+4751425 b,Imaging,0,1,,,,,230.0,20.0,-20.0,0.0,,,,,,,12.5,1.5,-1.5,0.0,Mass,,,,,,,,,0,0,0,1,22h36m24.53s,339.102203,+47d51m42.6s,47.86182,74.0,10.0,-10.0,0,69.71,0.16,-0.16,0.0,12.51,0.03,0.0,V (Johnson),11.948,,0.0,4045.0,35.0,-35.0,0.0,0.6,0.05,-0.05,0.0,,,,,2016-11-10,W. M. Keck Observatory
18,18,Fomalhaut,0025,1.9,1.8,16.6,30 Ari B,b,30 ari b b,Radial Velocity,0,1,335.10001,2.5,-2.5,0.0,0.99,0.02,-0.02,0.0,0.29,0.0,,,,,13.82,1.8,-1.8,0.0,Msini,,,,,,,,,0,0,0,0,02h36m57.74s,39.240585,+24d38m53.0s,24.648064,44.71,0.1,-0.1,0,44.71,0.1,-0.1,0.0,6.962,0.011,0.0,V (Johnson),6.961,,0.0,6331.0,61.0,-61.0,0.0,1.93,0.27,-0.27,0.0,1.41,0.05,-0.05,0.0,2018-09-06,Thueringer Landessternwarte Tautenburg
19,19,Deneb,"2,600",19,203,"200,000",4 UMa,b,4 uma b,Radial Velocity,0,1,269.3,1.96,-1.96,0.0,0.87,0.04,-0.04,0.0,0.432,0.0,,,,,7.1,1.6,-1.6,0.0,Msini,,,,,,,,,0,0,0,0,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,73.58,1.18,-1.18,0,73.58,1.18,-1.18,0.0,4.61,,0.0,V (Johnson),4.16,,0.0,4415.0,70.0,-70.0,0.0,1.23,0.15,-0.15,0.0,18.11,1.47,-1.47,0.0,2014-05-14,Thueringer Landessternwarte Tautenburg
20,20,Mimosa,0350,16,8.4,"34,000",42 Dra,b,42 dra b,Radial Velocity,0,1,479.1,6.2,-6.2,0.0,1.19,0.01,-0.01,0.0,0.38,0.0,,,,,3.88,0.85,-0.85,0.0,Msini,,,,,,,,,0,0,0,0,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,90.86,1.32,-1.32,0,90.86,1.32,-1.32,0.0,4.82,,0.0,V (Johnson),4.364,,0.0,4200.0,70.0,-70.0,0.0,0.98,0.05,-0.05,0.0,22.03,1.0,-1.0,0.0,2014-05-14,Thueringer Landessternwarte Tautenburg
21,21,Regulus,0077,3.8,3.1,290,47 UMa,b,47 uma b,Radial Velocity,0,3,1078.0,2.0,-2.0,0.0,2.1,0.02,-0.02,0.0,0.032,0.0,,,,,2.53,0.07,-0.06,0.0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,0.03,-0.03,0,13.8,0.03,-0.03,0.0,5.05,,0.0,V (Johnson),4.831,,0.0,5892.0,70.0,-70.0,0.0,1.03,0.05,-0.05,0.0,1.23,,,0.0,2014-05-14,Lick Observatory
22,22,Adhara,0430,12.5,14,"39,000",47 UMa,c,47 uma c,Radial Velocity,0,3,2391.0,100.0,-87.0,0.0,3.6,0.1,-0.1,0.0,0.098,0.0,,,,,0.54,0.066,-0.073,0.0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,0.03,-0.03,0,13.8,0.03,-0.03,0.0,5.05,,0.0,V (Johnson),4.831,,0.0,5892.0,70.0,-70.0,0.0,1.03,0.05,-0.05,0.0,1.23,,,0.0,2014-05-14,Lick Observatory
23,23,Shaula,0700,14.5,8.8,"36,000",47 UMa,d,47 uma d,Radial Velocity,0,3,14002.0,4018.0,-5095.0,0.0,11.6,2.1,-2.9,0.0,0.16,0.0,,,,,1.64,0.29,-0.48,0.0,Msini,,,,,,,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.8,0.03,-0.03,0,13.8,0.03,-0.03,0.0,5.05,,0.0,V (Johnson),4.831,,0.0,5892.0,70.0,-70.0,0.0,1.03,0.05,-0.05,0.0,1.23,,,0.0,2014-05-14,Lick Observatory
24,24,Castor,0052,2.8,2.4,30,51 Eri,b,51 eri b,Imaging,0,1,11688.0,6209.25,-3287.25,0.0,12.0,4.0,-2.0,0.0,0.45,0.0,133.0,14.0,-7.0,0.0,,,,,,,,,,,,,,0,0,0,1,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.4,0.3,-0.3,0,29.78,0.12,-0.12,0.0,5.23,,0.0,V (Johnson),5.122,,0.0,,,,,1.75,0.05,-0.05,0.0,,,,,2019-07-11,Gemini Observatory
25,25,Gacrux,0088,1.5,84,820,51 Peg,b,51 peg b,Radial Velocity,0,1,4.230785,3.6e-05,-3.6e-05,0.0,0.0527,0.003,-0.003,0.0,0.013,0.0,,,,,0.472,0.039,-0.039,0.0,Msini,,,,,,,,,0,0,0,0,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.47,0.03,-0.03,0,15.47,0.03,-0.03,0.0,5.5,,0.0,V (Johnson),5.256,,0.0,5793.0,70.0,-70.0,0.0,1.12,0.06,-0.06,0.0,1.2,,,0.0,2014-05-14,Haute-Provence Observatory
26,26,Bellatrix,0240,8.6,5.8,"9,200",55 Cnc,b,55 cnc b,Radial Velocity,0,5,14.65152,0.00015,-0.00015,0.0,0.115227,1e-06,-1e-06,0.0,0.0034,0.0,90.0,,,0.0,0.8306,0.0033,-0.0033,0.0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,0.91,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,2014-10-29,Lick Observatory
27,27,Elnath,0130,5.0,4.2,700,55 Cnc,c,55 cnc c,Radial Velocity,0,5,44.4175,0.0073,-0.0073,0.0,0.241376,2.6e-05,-2.6e-05,0.0,0.02,0.0,90.0,,,0.0,0.1714,0.0055,-0.0055,0.0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,0.91,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,2014-10-29,McDonald Observatory
28,28,Miaplacidus,0110,3.5,6.8,290,55 Cnc,d,55 cnc d,Radial Velocity,0,5,4825.0,39.0,-39.0,0.0,5.503,0.03,-0.03,0.0,0.019,0.0,90.0,,,0.0,3.878,0.068,-0.068,0.0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,0.91,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,2014-10-29,Lick Observatory
29,29,Alnilam,"2,000",32,42,"380,000",55 Cnc,e,55 cnc e,Radial Velocity,0,5,0.736539,7e-06,-7e-06,0.0,0.01544,9e-05,-9e-05,0.0,,,83.3,0.9,-0.8,0.0,0.02542,0.00098,-0.00098,0.0,Mass,0.17,0.007,-0.007,0.0,6.4,0.8,-0.7,0.0,0,0,0,2,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,0.91,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,2019-01-31,McDonald Observatory
30,30,Gamma Velorum,"01,100",9.0,6,"170,000",55 Cnc,f,55 cnc f,Radial Velocity,0,5,262.0,0.51,-0.51,0.0,0.788,0.001,-0.001,0.0,0.305,0.0,90.0,,,0.0,0.141,0.012,-0.012,0.0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,0.91,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,2014-10-29,Multiple Observatories
31,31,Alnair,0101,4.0,3.4,260,6 Lyn,b,6 lyn b,Radial Velocity,0,1,934.3,8.6,-8.6,0.0,2.11,0.11,-0.11,0.0,0.073,0.0,,,,,2.01,0.077,-0.077,0.0,Msini,,,,,,,,,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,54.74,0.27,-0.27,0,54.74,0.27,-0.27,0.0,5.86,,0.0,V (Johnson),5.588,,0.0,4938.0,,,0.0,1.44,,,0.0,5.2,,,0.0,2018-12-06,Okayama Astrophysical Observatory
32,32,Alioth,0081,2.9,4.2,110,61 Vir,b,61 vir b,Radial Velocity,0,3,4.215,0.0006,-0.0006,0.0,0.050201,5e-06,-5e-06,0.0,0.12,0.0,,,,,0.016,0.002,-0.002,0.0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0.0,4.74,,0.0,V (Johnson),4.477,,0.0,5577.0,33.0,-33.0,0.0,0.94,0.03,-0.03,0.0,0.96,0.01,-0.01,0.0,2014-05-14,Multiple Observatories
33,33,Alnitak,01050,33,20,"120,000",61 Vir,c,61 vir c,Radial Velocity,0,3,38.021,0.034,-0.034,0.0,0.2175,0.0001,-0.0001,0.0,0.14,0.0,,,,,0.057,0.003,-0.003,0.0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0.0,4.74,,0.0,V (Johnson),4.477,,0.0,5577.0,33.0,-33.0,0.0,0.94,0.03,-0.03,0.0,0.96,0.01,-0.01,0.0,2014-05-14,Multiple Observatories
34,34,Dubhe,0120,4.25,30,300,61 Vir,d,61 vir d,Radial Velocity,0,3,123.01,0.55,-0.55,0.0,0.476,0.001,-0.001,0.0,0.35,0.0,,,,,0.072,0.008,-0.008,0.0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0.0,4.74,,0.0,V (Johnson),4.477,,0.0,5577.0,33.0,-33.0,0.0,0.94,0.03,-0.03,0.0,0.96,0.01,-0.01,0.0,2014-05-14,Multiple Observatories
35,35,Mirfak,0590,8.5,68,"5,000",7 CMa,b,7 cma b,Radial Velocity,0,2,735.1,14.8,-1.0,0.0,1.758,0.024,-0.001,0.0,0.06,0.0,90.0,,,0.0,1.85,0.06,-0.06,0.0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0.0,3.92,,0.0,V (Johnson),3.578,,0.0,4826.0,45.0,-55.0,0.0,1.34,0.11,-0.12,0.0,4.87,0.17,-0.14,0.0,2019-10-24,Anglo-Australian Telescope
36,36,Wezen,"1,600",17,200,"82,000",7 CMa,c,7 cma c,Radial Velocity,0,2,996.0,1.5,-52.4,0.0,2.153,0.003,-0.08,0.0,0.08,0.0,90.0,,,0.0,0.87,0.06,-0.06,0.0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0.0,3.92,,0.0,V (Johnson),3.578,,0.0,4826.0,45.0,-55.0,0.0,1.34,0.11,-0.12,0.0,4.87,0.17,-0.14,0.0,2019-10-24,Multiple Observatories
37,37,Sargas,0270,5.7,26,"1,800",70 Vir,b,70 vir b,Radial Velocity,0,1,116.688,0.0054,-0.0054,0.0,0.481,0.022,-0.022,0.0,0.3988,0.0,,,,,7.416,0.057,-0.057,0.0,Msini,,,,,,,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,0.06,-0.06,0,17.91,0.06,-0.06,0.0,4.97,,0.0,V (Johnson),4.709,,0.0,5495.0,,,0.0,1.09,,,0.0,1.89,,,0.0,2018-12-06,Lick Observatory
38,38,Kaus Australis,0140,3.5,6.8,360,75 Cet,b,75 cet b,Radial Velocity,0,1,691.9,3.6,-3.6,0.0,2.1,,,0.0,0.117,0.0,,,,,3.0,,,0.0,Msini,,,,,,,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,0.72,-0.72,0,83.15,0.72,-0.72,0.0,5.35,,0.0,V (Johnson),5.055,,0.0,4846.0,18.0,-18.0,0.0,2.49,0.02,-0.27,0.0,10.5,1.0,-1.0,0.0,2015-09-03,Okayama Astrophysical Observatory
39,39,Avior,0630,9.0,130,"60,000",8 UMi,b,8 umi b,Radial Velocity,0,1,93.4,4.5,-4.5,0.0,0.49,0.02,-0.02,0.0,0.06,0.0,,,,,1.31,0.16,-0.16,0.0,Msini,,,,,,,,,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0,163.32,0.65,-0.65,0.0,6.83,,0.0,V (Johnson),6.559,,0.0,4847.0,7.0,-7.0,0.0,1.44,0.19,-0.19,0.0,10.3,0.57,-0.57,0.0,2018-09-06,Bohyunsan Optical Astronomical Observatory
40,40,Alkaid,0104,6.1,3.4,"1,350",81 Cet,b,81 cet b,Radial Velocity,0,1,952.7,8.8,-8.8,0.0,2.5,,,0.0,0.206,0.0,,,,,5.3,,,0.0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0,101.53,1.22,-1.22,0.0,5.65,,0.0,V (Johnson),5.349,,0.0,4785.0,25.0,-25.0,0.0,2.4,0.1,-0.4,0.0,11.0,2.0,-1.0,0.0,2014-05-14,Okayama Astrophysical Observatory
41,41,Menkalinan,081,2.39,2.77,50,91 Aqr,b,91 aqr b,Radial Velocity,0,1,181.4,0.1,-0.1,0.0,0.7,,,0.0,0.027,0.0,,,,,3.2,,,0.0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0,44.08,0.51,-0.51,0.0,4.25,,0.0,V (Johnson),3.863,,0.0,4665.0,18.0,-18.0,0.0,1.4,0.1,-0.1,0.0,11.0,0.1,-0.1,0.0,2014-05-14,Lick Observatory
42,42,Atria,0390,7,92,"5,500",AB Pic,b,ab pic b,Imaging,0,1,,,,,260.0,,,0.0,,,,,,,13.5,0.5,-0.5,0.0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,50.12,0.07,-0.07,0,50.12,0.07,-0.07,0.0,9.128,0.019,0.0,V (Johnson),8.838,,0.0,,,,,,,,,,,,,2014-05-14,Paranal Observatory
43,43,Alhena,0109,2.8,3.3,120,alf Ari,b,alf ari b,Radial Velocity,0,1,380.8,0.3,-0.3,0.0,1.2,,,0.0,0.25,0.0,,,,,1.8,0.2,-0.2,0.0,Msini,,,,,,,,,0,0,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.4,-0.41,0,,,,,2.0,,0.0,V (Johnson),,,,4553.0,15.0,,0.0,1.5,0.2,,0.0,13.9,0.3,,0.0,2019-01-31,Bohyunsan Optical Astronomical Observatory
44,44,Peacock,0180,5.9,4.8,"2,200",alf Tau,b,alf tau b,Radial Velocity,0,1,628.96,0.9,-0.9,0.0,1.46,0.27,-0.27,0.0,0.1,0.0,,,,,6.47,0.53,-0.53,0.0,Msini,,,,,,,,,0,0,0,0,04h35m55.24s,68.980164,+16d30m33.5s,16.509302,20.43,0.32,-0.32,0,,,,,0.85,,0.0,V (Johnson),,,,4055.0,70.0,-70.0,0.0,1.13,0.11,-0.11,0.0,45.1,0.1,-0.1,0.0,2015-06-04,Multiple Observatories
45,45,Alsephina[2],0080,2.4,2.9,90,AU Mic,b,au mic b,Transit,0,1,8.46321,4e-05,-4e-05,0.0,0.066,0.007,-0.006,0.0,0.1,0.0,,,,0.0,0.18,,,1.0,Msini,0.375,0.018,-0.018,0.0,4.4,,,1.0,0,0,0,0,20h45m09.53s,311.289703,-31d20m27.2s,-31.340899,9.79,0.04,-0.04,0,9.72,0.0,0.0,0.0,8.81,,0.0,V (Johnson),7.84,,0.0,3700.0,100.0,-100.0,0.0,0.5,0.03,-0.03,0.0,0.75,0.03,-0.03,0.0,2020-06-24,Transiting Exoplanet Survey Satellite (TESS)
46,46,Mirzam,0500,13.5,10,"27,000",BD+03 2562,b,bd+03 2562 b,Radial Velocity,0,1,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,0.2,0.0,,,,,6.4,1.3,-1.3,0.0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.0,564.0,-564.0,0,1106.93,66.8,-66.8,0.0,9.58,0.01,0.0,V (Johnson),8.998,,0.0,4095.0,20.0,-20.0,0.0,1.14,0.25,-0.25,0.0,32.35,8.82,-8.82,0.0,2017-06-15,Multiple Observatories
47,47,Polaris,0430,5.4,39,"2,500",BD+14 4559,b,bd+14 4559 b,Radial Velocity,0,1,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,0.29,0.0,,,,,1.04,0.47,-0.47,0.0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0,49.42,0.08,-0.08,0.0,9.63,0.012,0.0,V (Johnson),9.351,,0.0,4864.0,101.0,-101.0,0.0,0.49,0.33,-0.33,0.0,0.86,0.04,-0.04,0.0,2018-09-06,McDonald Observatory
48,48,Alphard,0180,3.0,50,780,BD+15 2375,b,bd+15 2375 b,Radial Velocity,0,1,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,0.001,0.0,,,,,1.061,0.27,-0.27,0.0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.0,165.0,-165.0,0,785.38,45.98,-45.98,0.0,10.31,0.023,0.0,V (Johnson),9.992,,0.0,4649.0,30.0,-30.0,0.0,1.08,0.14,-0.14,0.0,8.95,1.45,-1.45,0.0,2016-02-04,Roque de los Muchachos Observatory
49,49,Mintaka,01200,24,16.5,"190,000",BD+15 2940,b,bd+15 2940 b,Radial Velocity,0,1,137.48,0.34,-0.34,0.0,0.539,,,0.0,0.26,0.0,,,,,1.11,,,0.0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0,431.61,6.55,-6.55,0.0,9.046,0.021,0.0,V (Johnson),8.718,,0.0,4796.0,117.0,-117.0,0.0,1.1,0.2,-0.2,0.0,14.7,2.8,-2.8,0.0,2014-05-14,McDonald Observatory
50,50,Scheat,0196,2.1,95,"1,500",BD+20 2457,b,bd+20 2457 b,Radial Velocity,0,2,379.63,2.0,-2.0,0.0,1.05,0.07,-0.07,0.0,0.15,0.0,,,,,55.59,78.55,-78.55,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2018-09-06,McDonald Observatory
51,51,Almaaz,0653,15,140,"43,000",BD+20 2457,c,bd+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0.0,2.01,,,0.0,0.18,0.0,,,,,12.47,,,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2014-05-14,McDonald Observatory
52,52,Rasalgethi,0360,2.8,280,"8,300",BD+20 274,b,bd+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0.0,1.3,,,0.0,0.21,0.0,,,,,4.2,,,0.0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0,1383.85,86.64,-86.64,0.0,9.36,,0.0,V (Johnson),8.916,,0.0,4296.0,10.0,-10.0,0.0,0.8,0.2,-0.2,0.0,17.3,0.9,-0.9,0.0,2015-09-18,McDonald Observatory
53,53,Tau Ceti,011.9,0.783,0.893,0.52,BD+20 594,b,bd+20 594 b,Transit,0,1,41.6855,0.003,-0.003,0.0,,,,,0.0,0.0,89.55,0.16,-0.16,0.0,0.07,0.03,-0.03,0.0,Mass,0.23,0.01,-0.01,0.0,,,,,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0,180.39,1.25,-1.25,0.0,11.038,0.047,0.0,V (Johnson),10.864,,0.0,5766.0,99.0,-99.0,0.0,1.67,0.4,-0.4,0.0,1.08,0.06,-0.06,0.0,2018-04-26,K2
54,54,Delta Pavonis,019.92,0.991,1.22,1.22,BD+48 738,b,bd+48 738 b,Radial Velocity,0,1,392.6,5.5,-5.5,0.0,1.0,,,0.0,0.2,0.0,,,,,0.91,,,0.0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0,892.17,44.78,-44.78,0.0,9.14,,0.0,V (Johnson),8.656,,0.0,4414.0,15.0,-15.0,0.0,0.74,0.39,-0.39,0.0,11.0,1.0,-1.0,0.0,2015-08-13,McDonald Observatory
55,55,Ran,010.48,0.82,0.74,0.34,BD+48 740,b,bd+48 740 b,Radial Velocity,0,1,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,0.76,0.0,,,,,1.7,0.7,-0.7,0.0,Msini,,,,,,,,,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0,678.94,22.15,-22.15,0.0,8.699,0.015,0.0,V (Johnson),8.264,,0.0,4534.0,8.0,-8.0,0.0,1.09,0.16,-0.16,0.0,10.33,1.81,-1.81,0.0,2018-02-01,Multiple Observatories
56,56,V382 Carinae,"08,900",20,485,"212,000",BD+49 828,b,bd+49 828 b,Radial Velocity,0,1,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,0.35,0.0,,,,,1.6,0.4,-0.2,0.0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0,447.59,7.79,-7.79,0.0,9.38,0.02,0.0,V (Johnson),9.029,,0.0,4943.0,30.0,-30.0,0.0,1.52,0.22,-0.22,0.0,7.6,1.3,-1.3,0.0,2015-02-05,McDonald Observatory
